ja	en	pos	common
チョコレート嚢胞	チョコレートのうほう	n	0	chocolate cyst; ovarian endometrioma
かなんなー		exp	0	I don't like it; it's troublesome; it's too much; it's awful
信号トラブル	しんごうトラブル	n	0	signal issues; signal problems
無料案内所	むりょうあんないじょ	n	0	sex-trade information kiosk; free information kiosk
善くってよ	よくってよ	int	0	sure; alright; fine; go ahead
住設	じゅうせつ	n	0	household furnishings; home appliances
裏本	うらほん	n	0	under-the-counter porn mag (featuring uncensored photos)
盂蘭盆経	うらぼんきょう	n	0	Ullambana Sutra; Yulanpen Sutra
葉巻虫	はまきむし	n	0	leaf folder (caterpillar)
葉巻蛾	ハマキガ	n	0	leafroller moth (Tortricidae spp.); tortrix moth
茶葉巻	チャハマキ	n	0	Oriental tea tortrix moth (Homona magnanima)
メロドラマ的	メロドラマてき	adj-na	0	melodramatic
アパレルブランド		n	0	apparel brand; clothing brand
車離れ	くるまばなれ	n	0	(societal) shift away from owning cars
電磁放射線	でんじほうしゃせん	n	0	electromagnetic radiation
出版不況	しゅっぱんふきょう	n	0	slump in publishing; publishing recession
テレビ離れ	テレビばなれ	n	0	decline in television viewing; loss of interest in television
遠距離介護	えんきょりかいご	n	0	long-distance care; looking after someone from far away
住宅設備	じゅうたくせつび	n	0	household furnishings; home appliances
キムチ野郎	キムチやろう	n	0	Korean; kimchi bastard
ライジングショット		n	0	rising shot (in tennis)
正精進	しょうしょうじん	n	0	correct effort
ライジング		adj-f	0	rising
仏伊	ふつい	n	0	France and Italy; French-Italian
近畿圏	きんきけん	n	0	wider Kinki region (Osaka, Kyoto, Nara, Shiga, Wakayama and Fukui prefectures); wider Kansai area
ＴＣＧ	ティー・シー・ジー	n	0	trading card game; collectable card game
鋳放し	いばなし	n, adj-no	0	as-cast (state); raw casting
衆目の一致するところ	しゅうもくのいっちするところ	exp, n	0	something that is widely agreed; something that is universally acknowledged; something for which there is a broad consensus
ダルゴナコーヒー		n	0	dalgona coffee (drink made with whipped coffee and chilled milk)
心疾	しんしつ	n	0	disease of the mind; sickness from anxiety
無脾症	むひしょう	n	0	asplenia
無脾症候群	むひしょうこうぐん	n	0	asplenia
内臓錯位	ないぞうさくい	n	0	heterotaxy
内臓逆位	ないぞうぎゃくい	n	0	heterotaxy
超音波検査士	ちょうおんぱけんさし	n	0	ultrasound technician; sonographer
単心室	たんしんしつ	n	0	univentricular heart; single ventricle defect
右房	うぼう	n	0	right atrium
左房	さぼう	n	0	left atrium
胆道閉鎖症	たんどうへいさしょう	n	0	biliary atresia
腸回転異常	ちょうかいてんいじょう	n	0	intestinal malrotation
血行動態	けっこうどうたい	n	0	hemodynamics
肺静脈還流異常	はいじょうみゃくかんりゅういじょう	n	0	total anomalous pulmonary venous connection; TAPVC
心室中隔	しんしつちゅうかく	n	0	interventricular septum
房室中隔	ぼうしつちゅうかく	n	0	atrioventricular septum
動脈管	どうみゃくかん	n	0	arterial tube
外科治療	げかちりょう	n	0	surgical treatment; surgical therapy; surgery
病型	びょうけい	n	0	type (of a disease)
ＮＩＣＵ	エヌ・アイ・シー・ユー	n	0	neonatal intensive care unit; NICU
左右逆	さゆうぎゃく	adj-no, n	0	left and right reversed
ダール		n	0	dāl (eighth letter of the Arabic alphabet)
内臓逆位症	ないぞうぎゃくいしょう	n	0	heterotaxy
対抗戦	たいこうせん	n	0	match; game; competition
血縁者	けつえんしゃ	n	0	blood relative
過去ログ	かこログ	n	0	archive (of an online mailing list, message board posts, etc.); log (file)
カルマル同盟	カルマルどうめい	n	0	Kalmar Union
速醸	そくじょう	n	0	fast brewing (of sake, miso, etc.)
馬栗	うまぐり	n	0	horse chestnut (Aesculus hippocastanum)
離れ	ばなれ	n-suf	0	turning away from; shift away from; loss of interest in; alienation from; being far removed from; being very different from; being (completely) unlike; becoming independent of
大判事	だいはんじ	n	0	top-ranking judge (in the ritsuryō system); chief justice (1869-1875)
天にも昇る気持ち	てんにものぼるきもち	exp, n	0	extreme happiness; euphoria; (being in) seventh heaven
立場がない	たちばがない	exp, adj-i	0	being left in an awkward position; being put in a dilemma; losing face; losing one's credibility; being disgraced
社不	しゃふ	n	0	person unfit for society; misfit
おしゃピク		n	0	fancy picnic
やりらふぃー		n	0	clubber; frequenter of nightclubs; partygoer
電気推進	でんきすいしん	n	0	electric propulsion
補習授業	ほしゅうじゅぎょう	n	0	supplementary lessons
外国人学校	がいこくじんがっこう	n	0	foreign school; school for foreigners; international school
国際学校	こくさいがっこう	n	0	international school
男女交際	だんじょこうさい	n	0	social relations between men and women; mingling between the sexes
補習授業校	ほしゅうじゅぎょうこう	n	0	supplementary Japanese school (outside Japan); weekend school
ベネズエラ人	ベネズエラじん	n	0	Venezuelan (person)
人智学	じんちがく	n	0	anthroposophy
補習校	ほしゅうこう	n	0	supplementary Japanese school (outside Japan); weekend school
自己所有	じこしょゆう	adj-no, n	0	self-owned
認可校	にんかこう	n	0	accredited school
無認可校	むにんかこう	n	0	non-accredited school
資金援助	しきんえんじょ	n	0	financial assistance; financial support
登録名	とうろくめい	n	0	registered name; legal name
学校制度	がっこうせいど	n	0	educational system; school system
コマ回し	こままわし	n	0	top spinning; playing with a spinning top
児童生徒	じどうせいと	n	0	elementary, junior high, and high school students
リミテッドアニメーション		n	0	limited animation
リミテッドアニメ		n	0	limited animation
フルアニメ		n	0	full animation
フルアニメーション		n	0	full animation
警察小説	けいさつしょうせつ	n	0	detective story; police novel
特別土地保有税	とくべつとちほゆうぜい	n	0	special land-holding tax
市町村税	しちょうそんぜい	n	0	municipal tax
令和臨調	れいわりんちょう	n	0	Reiwa Rincho (national council on structural reforms); Reinventing Infrastructure of Wisdom and Action; ReIWA
ぶわはは		int	0	bwahaha (laughter)
無体財産権	むたいざいさんけん	n	0	incorporeal rights; intellectual property rights; right to intangible property
碁器	ごき	n	0	goke; bowl for go-stones
男女共用	だんじょきょうよう	adj-no, n	0	unisex; usable by both sexes; suitable for both sexes; coed
国界	こっかい	n	0	border (between countries); national border
爛柯	らんか	n	0	go (board game); being so engrossed in go that one loses track of time; being so engrossed in an activity that one loses track of time
グレイ		n	0	gray (SI unit of absorbed dose of radiation)
採集狩猟民	さいしゅうしゅりょうみん	n	0	hunter-gatherer people
綴じ込み付録	とじこみふろく	n	0	bound-in supplement (in a book, magazine, etc.)
蓮の実	はすのみ	exp, n	0	lotus seed; lotus nut
知育玩具	ちいくがんぐ	n	0	educational toy
表参道	おもてさんどう	n	0	front approach to shrine or temple
ユンノリ		n	0	yut nori (Korean board game); yunnori; nyout
アジアンタム		n	0	adiantum; maidenhair fern
石彫	いしぼり	n	0	stone carving
羊脂	ようし	n	0	mutton tallow
局内	きょくない	n, adj-no	0	within an office (bureau, branch, etc.)
人口過剰	じんこうかじょう	n	0	overpopulation
異性婚	いせいこん	n	0	heterosexual marriage; opposite-sex marriage
異性結婚	いせいけっこん	n	0	heterosexual marriage; opposite-sex marriage
マイル修行	マイルしゅぎょう	n	0	doing various things to earn a lot of frequent flier miles; travel hacking
日帰り客	ひがえりきゃく	n	0	day visitor; day tripper; non-staying customer
空港ターミナル	くうこうターミナル	n	0	airport terminal
管理運営	かんりうんえい	n	0	management and administration
当選無効	とうせんむこう	n	0	invalidation of the election of a politician
デスゲーム		n	0	death game; genre of fiction in which characters participate in a contest where their lives are at stake
競艇場	きょうていじょう	n	0	boat racing facility; boat racing venue
動物公園	どうぶつこうえん	n	0	zoo; zoological park
カカオ脂	カカオし	n	0	cacao butter
形状記憶	けいじょうきおく	adj-no, n	0	shape-memory (alloy, polymer, etc.)
酢酸ビニル樹脂	さくさんビニルじゅし	n	0	vinyl acetate resin
南京櫨	なんきんはぜ	n	0	Chinese tallow (Triadica sebifera)
烏臼	うきゅう	n	0	Chinese tallow (as an ingredient in Chinese medicine)
スチロール樹脂	スチロールじゅし	n	0	polystyrene
天然樹脂	てんねんじゅし	n	0	natural resin
熱可塑性樹脂	ねつかそせいじゅし	n	0	thermoplastic resin; thermoplastic
熱硬化性樹脂	ねつこうかせいじゅし	n	0	thermosetting resin; thermosetting polymer
研究学園都市	けんきゅうがくえんとし	n	0	research and university town
サント		n	0	saint
エンドトキシン		n	0	endotoxin
ピケライン		n	0	picket line
人口統計学者	じんこうとうけいがくしゃ	n	0	demographer
人口統計学	じんこうとうけいがく	n	0	demography
獣皮紙	じゅうひし	n	0	parchment; vellum
コーデックス		n	0	codex
武夫	ぶふ	n	0	warrior; soldier; samurai
冊子体	さっしたい	n	0	bound form (of a magazine or book; as opposed to a single sheet, scroll, etc.)
冊子本	さっしぼん	n	0	bound book
皮紙	ひし	n	0	parchment; vellum
夫婦共働き	ふうふともばたらき	n	0	husband and wife both working (for a living); joint breadwinning (by husband and wife)
古帛紗	こぶくさ	n	0	kobukusa (type of high-quality silk wrapper used in tea ceremony)
居住国	きょじゅうこく	n	0	country of residence
プロダクトアクティベーション		n	0	product activation
ライセンス認証	ライセンスにんしょう	n	0	activation (of a software license); product activation
区名	くめい	n	0	district name; ward name
武士	もののふ	n	0	warrior; soldier; samurai; government official serving the imperial court during the Nara period
小姉さん	ちいねえさん	n	0	youngest of one's older sisters
大姉さん	おおねえさん	n	0	eldest of one's older sisters
そやけど		conj	0	that's right, but ...
列品	れっぴん	n	0	exhibit; article on display; showpiece
あちら語	あちらご	n	0	foreign language
秋刀魚は目黒に限る	さんまはめぐろにかぎる	exp	0	Pacific saury is only good if it's from Meguro
試抄	ししょう	n	0	test-making a paper
下魚	げざかな	n	0	low-grade fish; cheap fish
大びら	おおびら	adj-na	0	open; public; overt
子供子供する	こどもこどもする	exp, vs-i	0	to be very childlike; to be very childish
一貫生産	いっかんせいさん	n, vs, vt	0	integrated production; start-to-finish manufacturing
柔然	じゅうぜん	n	0	Juan-juan (Mongolian nomads); Jou-jan; Rouran Khaganate
色画用紙	いろがようし	n	0	colored drawing paper; construction paper
八佾	はちいつ	n	0	Ba Yi (ancient Chinese dance practiced in the court of the Zhou king); Ba Yi (third chapter of the Analects of Confucius)
生ハメ	なまハメ	n	0	bareback sex; unprotected sex
蘇木	そぼく	n	0	dried Chinese redbud (as used in Chinese medicine)
通導散	つうどうさん	n	0	tong dao san (Chinese traditional medicine)
空き状況	あきじょうきょう	n	0	availability (of rooms, parking, appointments, etc.)
通経	つうけい	n	0	stimulation of the menstrual flow; being familiar with the Confucian classics
諸経	しょきょう	n	0	various scriptures; many sutras
現地集合	げんちしゅうごう	n	0	meeting at the destination (as opposed to travelling there as a group)
現地解散	げんちかいさん	n	0	dispersing after the event (i.e. making one's own way home)
王手飛車	おうてびしゃ	n	0	forking the rook while checking the king
